id,name,slug,parent_id,type,created_at
ctr23e4567-e89b-12d3-a456-426614174026,Centre-Ville,centre-ville,t23e4567-e89b-12d3-a456-426614174024,quarter,2025-02-27 09:55:44.475205+00
ctr23e4567-e89b-12d3-a456-426614174027,Yeme,yeme,t23e4567-e89b-12d3-a456-426614174024,quarter,2025-02-27 09:55:44.475205+00
ctr23e4567-e89b-12d3-a456-426614174028,Mvan,mvan,t23e4567-e89b-12d3-a456-426614174024,quarter,2025-02-27 09:55:44.475205+00
ctr23e4567-e89b-12d3-a456-426614174029,Nkolveng,nkolveng,t23e4567-e89b-12d3-a456-426614174024,quarter,2025-02-27 09:55:44.475205+00

# Quarters in Bafia
ctr23e4567-e89b-12d3-a456-426614174030,Quartier Administratif,quartier-administratif,t23e4567-e89b-12d3-a456-426614174025,quarter,2025-02-27 09:55:44.475205+00
ctr23e4567-e89b-12d3-a456-426614174031,Nkwbo,nkwbo,t23e4567-e89b-12d3-a456-426614174025,quarter,2025-02-27 09:55:44.475205+00
ctr23e4567-e89b-12d3-a456-426614174032,Gouife,gouife,t23e4567-e89b-12d3-a456-426614174025,quarter,2025-02-27 09:55:44.475205+00
ctr23e4567-e89b-12d3-a456-426614174033,Kiki,kiki,t23e4567-e89b-12d3-a456-426614174025,quarter,2025-02-27 09:55:44.475205+00
ctr23e4567-e89b-12d3-a456-426614174034,Mokolo,mokolo,t23e4567-e89b-12d3-a456-426614174025,quarter,2025-02-27 09:55:44.475205+00

# Quarters in Nanga-Eboko
ctr23e4567-e89b-12d3-a456-426614174035,Centre Commercial,centre-commercial,t23e4567-e89b-12d3-a456-426614174026,quarter,2025-02-27 09:55:44.475205+00
ctr23e4567-e89b-12d3-a456-426614174036,Nkol-Mekok,nkol-mekok,t23e4567-e89b-12d3-a456-426614174026,quarter,2025-02-27 09:55:44.475205+00
ctr23e4567-e89b-12d3-a456-426614174037,Mbiam,mbiam,t23e4567-e89b-12d3-a456-426614174026,quarter,2025-02-27 09:55:44.475205+00
ctr23e4567-e89b-12d3-a456-426614174038,Ndjore,ndjore,t23e4567-e89b-12d3-a456-426614174026,quarter,2025-02-27 09:55:44.475205+00

# Quarters in Soa
ctr23e4567-e89b-12d3-a456-426614174039,Campus,campus,t23e4567-e89b-12d3-a456-426614174027,quarter,2025-02-27 09:55:44.475205+00
ctr23e4567-e89b-12d3-a456-426614174040,Ntui-Essong,ntui-essong,t23e4567-e89b-12d3-a456-426614174027,quarter,2025-02-27 09:55:44.475205+00
ctr23e4567-e89b-12d3-a456-426614174041,Ebogo,ebogo,t23e4567-e89b-12d3-a456-426614174027,quarter,2025-02-27 09:55:44.475205+00
ctr23e4567-e89b-12d3-a456-426614174042,Nkolfoulou,nkolfoulou,t23e4567-e89b-12d3-a456-426614174027,quarter,2025-02-27 09:55:44.475205+00

# Quarters in Mfou
ctr23e4567-e89b-12d3-a456-426614174043,Centre Administratif,centre-administratif,t23e4567-e89b-12d3-a456-426614174028,quarter,2025-02-27 09:55:44.475205+00
ctr23e4567-e89b-12d3-a456-426614174044,Nkolafamba,nkolafamba,t23e4567-e89b-12d3-a456-426614174028,quarter,2025-02-27 09:55:44.475205+00
ctr23e4567-e89b-12d3-a456-426614174045,Omvan,omvan,t23e4567-e89b-12d3-a456-426614174028,quarter,2025-02-27 09:55:44.475205+00

# Quarters in Eseka
ctr23e4567-e89b-12d3-a456-426614174046,Centre-Ville,centre-ville,t23e4567-e89b-12d3-a456-426614174029,quarter,2025-02-27 09:55:44.475205+00
ctr23e4567-e89b-12d3-a456-426614174047,Pout-Kelle,pout-kelle,t23e4567-e89b-12d3-a456-426614174029,quarter,2025-02-27 09:55:44.475205+00
ctr23e4567-e89b-12d3-a456-426614174048,Nguibassal,nguibassal,t23e4567-e89b-12d3-a456-426614174029,quarter,2025-02-27 09:55:44.475205+00

# Quarters in Ngoumou
ctr23e4567-e89b-12d3-a456-426614174049,Centre,centre,t23e4567-e89b-12d3-a456-426614174030,quarter,2025-02-27 09:55:44.475205+00
ctr23e4567-e89b-12d3-a456-426614174050,Ovangoul,ovangoul,t23e4567-e89b-12d3-a456-426614174030,quarter,2025-02-27 09:55:44.475205+00
ctr23e4567-e89b-12d3-a456-426614174051,Nkongzok,nkongzok,t23e4567-e89b-12d3-a456-426614174030,quarter,2025-02-27 09:55:44.475205+00 
