id,name,slug,parent_id,type,created_at
wst23e4567-e89b-12d3-a456-426614174020,Moukoué,moukoue,t23e4567-e89b-12d3-a456-426614174080,quarter,2025-02-27 09:55:44.475205+00
wst23e4567-e89b-12d3-a456-426614174021,Baboaté,baboate,t23e4567-e89b-12d3-a456-426614174080,quarter,2025-02-27 09:55:44.475205+00
wst23e4567-e89b-12d3-a456-426614174022,Djunang,djunang,t23e4567-e89b-12d3-a456-426614174080,quarter,2025-02-27 09:55:44.475205+00
wst23e4567-e89b-12d3-a456-426614174023,Mokolo,mokolo,t23e4567-e89b-12d3-a456-426614174080,quarter,2025-02-27 09:55:44.475205+00
wst23e4567-e89b-12d3-a456-426614174024,Famla,famla,t23e4567-e89b-12d3-a456-426614174080,quarter,2025-02-27 09:55:44.475205+00

# Quarters in Mbouda
wst23e4567-e89b-12d3-a456-426614174025,Mbouda Centre,mbouda-centre,t23e4567-e89b-12d3-a456-426614174081,quarter,2025-02-27 09:55:44.475205+00
wst23e4567-e89b-12d3-a456-426614174026,Balatchi,balatchi,t23e4567-e89b-12d3-a456-426614174081,quarter,2025-02-27 09:55:44.475205+00
wst23e4567-e89b-12d3-a456-426614174027,Bamendjo,bamendjo,t23e4567-e89b-12d3-a456-426614174081,quarter,2025-02-27 09:55:44.475205+00
wst23e4567-e89b-12d3-a456-426614174028,Bafounda,bafounda,t23e4567-e89b-12d3-a456-426614174081,quarter,2025-02-27 09:55:44.475205+00
wst23e4567-e89b-12d3-a456-426614174029,Babété,babete,t23e4567-e89b-12d3-a456-426614174081,quarter,2025-02-27 09:55:44.475205+00

# Quarters in Foumban
wst23e4567-e89b-12d3-a456-426614174030,Njindare,njindare,t23e4567-e89b-12d3-a456-426614174082,quarter,2025-02-27 09:55:44.475205+00
wst23e4567-e89b-12d3-a456-426614174031,Mancha,mancha,t23e4567-e89b-12d3-a456-426614174082,quarter,2025-02-27 09:55:44.475205+00
wst23e4567-e89b-12d3-a456-426614174032,Mambain,mambain,t23e4567-e89b-12d3-a456-426614174082,quarter,2025-02-27 09:55:44.475205+00
wst23e4567-e89b-12d3-a456-426614174033,Njimom,njimom,t23e4567-e89b-12d3-a456-426614174082,quarter,2025-02-27 09:55:44.475205+00
wst23e4567-e89b-12d3-a456-426614174034,Koutaba,koutaba,t23e4567-e89b-12d3-a456-426614174082,quarter,2025-02-27 09:55:44.475205+00
wst23e4567-e89b-12d3-a456-426614174035,Malantouen,malantouen,t23e4567-e89b-12d3-a456-426614174082,quarter,2025-02-27 09:55:44.475205+00 
