id,name,slug,parent_id,type,created_at
est23e4567-e89b-12d3-a456-426614174028,Centre,centre,t23e4567-e89b-12d3-a456-426614174035,quarter,2025-02-27 09:55:44.475205+00
est23e4567-e89b-12d3-a456-426614174029,Kongo,kongo,t23e4567-e89b-12d3-a456-426614174035,quarter,2025-02-27 09:55:44.475205+00
est23e4567-e89b-12d3-a456-426614174030,Djaposten,djaposten,t23e4567-e89b-12d3-a456-426614174035,quarter,2025-02-27 09:55:44.475205+00
est23e4567-e89b-12d3-a456-426614174031,Mintom,mintom,t23e4567-e89b-12d3-a456-426614174035,quarter,2025-02-27 09:55:44.475205+00

# Quarters in Garoua-Boulaï
est23e4567-e89b-12d3-a456-426614174032,Centre Commercial,centre-commercial,t23e4567-e89b-12d3-a456-426614174036,quarter,2025-02-27 09:55:44.475205+00
est23e4567-e89b-12d3-a456-426614174033,Frontière,frontiere,t23e4567-e89b-12d3-a456-426614174036,quarter,2025-02-27 09:55:44.475205+00
est23e4567-e89b-12d3-a456-426614174034,Gado-Badzere,gado-badzere,t23e4567-e89b-12d3-a456-426614174036,quarter,2025-02-27 09:55:44.475205+00
est23e4567-e89b-12d3-a456-426614174035,Nandeke,nandeke,t23e4567-e89b-12d3-a456-426614174036,quarter,2025-02-27 09:55:44.475205+00 
