id,name,slug,parent_id,type,created_at
fn23e4567-e89b-12d3-a456-426614174029,Centre,centre,t23e4567-e89b-12d3-a456-426614174042,quarter,2025-02-27 09:55:44.475205+00
fn23e4567-e89b-12d3-a456-426614174030,Djidoma,djidoma,t23e4567-e89b-12d3-a456-426614174042,quarter,2025-02-27 09:55:44.475205+00
fn23e4567-e89b-12d3-a456-426614174031,Bidzar,bidzar,t23e4567-e89b-12d3-a456-426614174042,quarter,2025-02-27 09:55:44.475205+00
fn23e4567-e89b-12d3-a456-426614174032,Lara,lara,t23e4567-e89b-12d3-a456-426614174042,quarter,2025-02-27 09:55:44.475205+00

# Quarters in Tokombéré
fn23e4567-e89b-12d3-a456-426614174033,Centre-Ville,centre-ville,t23e4567-e89b-12d3-a456-426614174043,quarter,2025-02-27 09:55:44.475205+00
fn23e4567-e89b-12d3-a456-426614174034,Mada,mada,t23e4567-e89b-12d3-a456-426614174043,quarter,2025-02-27 09:55:44.475205+00
fn23e4567-e89b-12d3-a456-426614174035,Makalingai,makalingai,t23e4567-e89b-12d3-a456-426614174043,quarter,2025-02-27 09:55:44.475205+00

# Quarters in Waza
fn23e4567-e89b-12d3-a456-426614174036,Waza-Centre,waza-centre,t23e4567-e89b-12d3-a456-426614174044,quarter,2025-02-27 09:55:44.475205+00
fn23e4567-e89b-12d3-a456-426614174037,Parc,parc,t23e4567-e89b-12d3-a456-426614174044,quarter,2025-02-27 09:55:44.475205+00
fn23e4567-e89b-12d3-a456-426614174038,Andirni,andirni,t23e4567-e89b-12d3-a456-426614174044,quarter,2025-02-27 09:55:44.475205+00

# Quarters in Pouss
fn23e4567-e89b-12d3-a456-426614174039,Pouss-Centre,pouss-centre,t23e4567-e89b-12d3-a456-426614174045,quarter,2025-02-27 09:55:44.475205+00
fn23e4567-e89b-12d3-a456-426614174040,Guirvidig,guirvidig,t23e4567-e89b-12d3-a456-426614174045,quarter,2025-02-27 09:55:44.475205+00
fn23e4567-e89b-12d3-a456-426614174041,Maga,maga,t23e4567-e89b-12d3-a456-426614174045,quarter,2025-02-27 09:55:44.475205+00 
