id,name,slug,parent_id,type,created_at
t23e4567-e89b-12d3-a456-426614174024,Akonolinga,akonolinga,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174025,Bafia,bafia,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174026,Nanga-Eboko,nanga-eboko,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174027,Soa,soa,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174028,Mfou,mfou,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174029,Eseka,eseka,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174030,Ngoumou,ngoumou,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00

# Towns in East Region
t23e4567-e89b-12d3-a456-426614174031,Bertoua,bertoua,r23e4567-e89b-12d3-a456-426614174003,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174032,Batouri,batouri,r23e4567-e89b-12d3-a456-426614174003,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174033,Abong-Mbang,abong-mbang,r23e4567-e89b-12d3-a456-426614174003,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174034,Yokadouma,yokadouma,r23e4567-e89b-12d3-a456-426614174003,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174035,Lomié,lomie,r23e4567-e89b-12d3-a456-426614174003,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174036,Garoua-Boulaï,garoua-boulai,r23e4567-e89b-12d3-a456-426614174003,town,2025-02-27 09:55:44.475205+00

# Towns in Far North Region
t23e4567-e89b-12d3-a456-426614174037,Maroua,maroua,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174038,Kousséri,kousseri,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174039,Mokolo,mokolo,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174040,Mora,mora,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174041,Yagoua,yagoua,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174042,Kaélé,kaele,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174043,Tokombéré,tokombere,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174044,Waza,waza,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174045,Pouss,pouss,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00

# Towns in Littoral Region
t23e4567-e89b-12d3-a456-426614174046,Douala,douala,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174047,Edéa,edea,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174048,Nkongsamba,nkongsamba,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174049,Loum,loum,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174050,Dizangué,dizangue,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174051,Manjo,manjo,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174052,Mbanga,mbanga,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174053,Yabassi,yabassi,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174054,Penja,penja,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174055,Mouanko,mouanko,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00

# Towns in North Region
t23e4567-e89b-12d3-a456-426614174056,Garoua,garoua,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174057,Guider,guider,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174058,Poli,poli,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174059,Lagdo,lagdo,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174060,Rey Bouba,rey-bouba,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174061,Tcholliré,tchollire,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174062,Bibemi,bibemi,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00

# Towns in Northwest Region
t23e4567-e89b-12d3-a456-426614174063,Bamenda,bamenda,r23e4567-e89b-12d3-a456-426614174007,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174064,Ndop,ndop,r23e4567-e89b-12d3-a456-426614174007,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174065,Kumbo,kumbo,r23e4567-e89b-12d3-a456-426614174007,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174066,Wum,wum,r23e4567-e89b-12d3-a456-426614174007,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174067,Mbengwi,mbengwi,r23e4567-e89b-12d3-a456-426614174007,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174068,Nkambe,nkambe,r23e4567-e89b-12d3-a456-426614174007,town,2025-02-27 09:55:44.475205+00

# Towns in South Region
t23e4567-e89b-12d3-a456-426614174069,Ebolowa,ebolowa,r23e4567-e89b-12d3-a456-426614174008,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174070,Kribi,kribi,r23e4567-e89b-12d3-a456-426614174008,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174071,Sangmélima,sangmelima,r23e4567-e89b-12d3-a456-426614174008,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174072,Ambam,ambam,r23e4567-e89b-12d3-a456-426614174008,town,2025-02-27 09:55:44.475205+00

# Towns in Southwest Region
t23e4567-e89b-12d3-a456-426614174073,Buea,buea,r23e4567-e89b-12d3-a456-426614174009,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174074,Kumba,kumba,r23e4567-e89b-12d3-a456-426614174009,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174075,Limbe,limbe,r23e4567-e89b-12d3-a456-426614174009,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174076,Tiko,tiko,r23e4567-e89b-12d3-a456-426614174009,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174077,Mamfe,mamfe,r23e4567-e89b-12d3-a456-426614174009,town,2025-02-27 09:55:44.475205+00

# Towns in West Region
t23e4567-e89b-12d3-a456-426614174078,Bafoussam,bafoussam,r23e4567-e89b-12d3-a456-426614174010,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174079,Dschang,dschang,r23e4567-e89b-12d3-a456-426614174010,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174080,Bafang,bafang,r23e4567-e89b-12d3-a456-426614174010,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174081,Mbouda,mbouda,r23e4567-e89b-12d3-a456-426614174010,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174082,Foumban,foumban,r23e4567-e89b-12d3-a456-426614174010,town,2025-02-27 09:55:44.475205+00

# Quarters in Ngaoundéré (Adamawa Region)
q23e4567-e89b-12d3-a456-426614174083,Plateau,plateau,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174084,Bamyanga,bamyanga,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174085,Burkina,burkina,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174086,Mbideng,mbideng,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174087,Sabongari,sabongari,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174088,Baladji,baladji,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174089,Joli Soir,joli-soir,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174090,Norvegien,norvegien,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174091,Gambara,gambara,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174092,Bali,bali,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174093,Dang,dang,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174094,Marza,marza,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174095,Béka,beka,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174096,Mbéré-Tongo,mbere-tongo,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174097,Wakwa,wakwa,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174098,Bantaï,bantai,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174099,Mardock,mardock,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174100,Manwi,manwi,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174101,Béka Matari,beka-matari,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174102,Gada Mabanga,gada-mabanga,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174103,Mbideng II,mbideng-ii,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174104,Vina,vina,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174105,Madagascar,madagascar,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00

# Quarters in Bertoua (East Region)
q23e4567-e89b-12d3-a456-426614174106,Quartier B,quartier-b,t23e4567-e89b-12d3-a456-426614174031,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174107,Nkolbikon,nkolbikon,t23e4567-e89b-12d3-a456-426614174031,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174108,Mokolo,mokolo,t23e4567-e89b-12d3-a456-426614174031,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174109,Enia,enia,t23e4567-e89b-12d3-a456-426614174031,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174110,Tigaza,tigaza,t23e4567-e89b-12d3-a456-426614174031,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174111,Bambouti,bambouti,t23e4567-e89b-12d3-a456-426614174031,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174112,Ndogpassi,ndogpassi,t23e4567-e89b-12d3-a456-426614174031,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174113,Kano,kano,t23e4567-e89b-12d3-a456-426614174031,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174114,Mboma,mboma,t23e4567-e89b-12d3-a456-426614174031,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174115,Nkolmelen,nkolmelen,t23e4567-e89b-12d3-a456-426614174031,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174116,Quartier A,quartier-a,t23e4567-e89b-12d3-a456-426614174031,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174117,Quartier C,quartier-c,t23e4567-e89b-12d3-a456-426614174031,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174118,Quartier D,quartier-d,t23e4567-e89b-12d3-a456-426614174031,quarter,2025-02-27 09:55:44.475205+00
223e4567-e89b-12d3-a456-426614174001,Yaoundé,yaounde,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174021,Obala,obala,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174022,Mbalmayo,mbalmayo,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174023,Akonolinga,akonolinga,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174024,Bafia,bafia,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174025,Nanga-Eboko,nanga-eboko,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174026,Soa,soa,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174027,Mfou,mfou,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174028,Eseka,eseka,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174029,Ngoumou,ngoumou,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00

# Towns in Centre Region
t23e4567-e89b-12d3-a456-426614174012,Bertoua,bertoua,r23e4567-e89b-12d3-a456-426614174003,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174030,Batouri,batouri,r23e4567-e89b-12d3-a456-426614174003,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174031,Abong-Mbang,abong-mbang,r23e4567-e89b-12d3-a456-426614174003,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174032,Yokadouma,yokadouma,r23e4567-e89b-12d3-a456-426614174003,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174033,Lomié,lomie,r23e4567-e89b-12d3-a456-426614174003,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174034,Garoua-Boulaï,garoua-boulai,r23e4567-e89b-12d3-a456-426614174003,town,2025-02-27 09:55:44.475205+00

# Towns in Far North Region
523e4567-e89b-12d3-a456-426614174004,Maroua,maroua,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174035,Kousséri,kousseri,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174036,Mokolo,mokolo,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174037,Mora,mora,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174038,Yagoua,yagoua,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174039,Kaélé,kaele,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174040,Tokombéré,tokombere,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174041,Waza,waza,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174042,Pouss,pouss,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00

# Towns in Littoral Region
123e4567-e89b-12d3-a456-426614174000,Douala,douala,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174043,Edéa,edea,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174044,Nkongsamba,nkongsamba,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174045,Loum,loum,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174046,Dizangué,dizangue,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174047,Manjo,manjo,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174048,Mbanga,mbanga,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174049,Yabassi,yabassi,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174050,Penja,penja,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174051,Mouanko,mouanko,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00

# Towns in North Region
623e4567-e89b-12d3-a456-426614174005,Garoua,garoua,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174052,Guider,guider,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174053,Poli,poli,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174054,Lagdo,lagdo,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174055,Rey Bouba,rey-bouba,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174056,Tcholliré,tchollire,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174057,Bibemi,bibemi,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00

# Towns in North-West Region
323e4567-e89b-12d3-a456-426614174002,Bamenda,bamenda,r23e4567-e89b-12d3-a456-426614174007,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174058,Ndop,ndop,r23e4567-e89b-12d3-a456-426614174007,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174059,Kumbo,kumbo,r23e4567-e89b-12d3-a456-426614174007,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174060,Wum,wum,r23e4567-e89b-12d3-a456-426614174007,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174061,Mbengwi,mbengwi,r23e4567-e89b-12d3-a456-426614174007,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174062,Nkambe,nkambe,r23e4567-e89b-12d3-a456-426614174007,town,2025-02-27 09:55:44.475205+00

# Towns in South Region
t23e4567-e89b-12d3-a456-426614174015,Ebolowa,ebolowa,r23e4567-e89b-12d3-a456-426614174008,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174063,Kribi,kribi,r23e4567-e89b-12d3-a456-426614174008,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174064,Sangmélima,sangmelima,r23e4567-e89b-12d3-a456-426614174008,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174065,Ambam,ambam,r23e4567-e89b-12d3-a456-426614174008,town,2025-02-27 09:55:44.475205+00

# Towns in South-West Region
723e4567-e89b-12d3-a456-426614174006,Buea,buea,r23e4567-e89b-12d3-a456-426614174009,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174013,Kumba,kumba,r23e4567-e89b-12d3-a456-426614174009,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174014,Limbe,limbe,r23e4567-e89b-12d3-a456-426614174009,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174066,Tiko,tiko,r23e4567-e89b-12d3-a456-426614174009,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174067,Mamfe,mamfe,r23e4567-e89b-12d3-a456-426614174009,town,2025-02-27 09:55:44.475205+00

# Towns in West Region
423e4567-e89b-12d3-a456-426614174003,Bafoussam,bafoussam,r23e4567-e89b-12d3-a456-426614174010,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174016,Dschang,dschang,r23e4567-e89b-12d3-a456-426614174010,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174068,Bafang,bafang,r23e4567-e89b-12d3-a456-426614174010,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174069,Mbouda,mbouda,r23e4567-e89b-12d3-a456-426614174010,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174070,Foumban,foumban,r23e4567-e89b-12d3-a456-426614174010,town,2025-02-27 09:55:44.475205+00

# Quarters in Ngaoundéré (Adamawa Region)
q23e4567-e89b-12d3-a456-426614174011,Plateau,plateau,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174071,Bamyanga,bamyanga,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174072,Burkina,burkina,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174073,Mbideng,mbideng,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174074,Sabongari,sabongari,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174075,Baladji,baladji,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174076,Joli Soir,joli-soir,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174077,Norvegien,norvegien,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174078,Gambara,gambara,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
q23e4567-e89b-12d3-a456-426614174079,Bali,bali,t23e4567-e89b-12d3-a456-426614174011,quarter,2025-02-27 09:55:44.475205+00
