id,name,slug,parent_id,type,created_at
t23e4567-e89b-12d3-a456-426614174024,Akonolinga,akonolinga,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174025,Bafia,bafia,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174026,Nanga-Eboko,nanga-eboko,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174027,Soa,soa,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174028,Mfou,mfou,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174029,Eseka,eseka,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174030,Ngoumou,ngoumou,r23e4567-e89b-12d3-a456-426614174002,town,2025-02-27 09:55:44.475205+00

# Towns in East Region
t23e4567-e89b-12d3-a456-426614174031,Bertoua,bertoua,r23e4567-e89b-12d3-a456-426614174003,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174032,Batouri,batouri,r23e4567-e89b-12d3-a456-426614174003,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174033,Abong-Mbang,abong-mbang,r23e4567-e89b-12d3-a456-426614174003,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174034,Yokadouma,yokadouma,r23e4567-e89b-12d3-a456-426614174003,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174035,Lomié,lomie,r23e4567-e89b-12d3-a456-426614174003,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174036,Garoua-Boulaï,garoua-boulai,r23e4567-e89b-12d3-a456-426614174003,town,2025-02-27 09:55:44.475205+00

# Towns in Far North Region
t23e4567-e89b-12d3-a456-426614174037,Maroua,maroua,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174038,Kousséri,kousseri,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174039,Mokolo,mokolo,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174040,Mora,mora,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174041,Yagoua,yagoua,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174042,Kaélé,kaele,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174043,Tokombéré,tokombere,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174044,Waza,waza,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174045,Pouss,pouss,r23e4567-e89b-12d3-a456-426614174004,town,2025-02-27 09:55:44.475205+00

# Towns in Littoral Region
t23e4567-e89b-12d3-a456-426614174046,Douala,douala,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174047,Edéa,edea,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174048,Nkongsamba,nkongsamba,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174049,Loum,loum,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174050,Dizangué,dizangue,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174051,Manjo,manjo,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174052,Mbanga,mbanga,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174053,Yabassi,yabassi,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174054,Penja,penja,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174055,Mouanko,mouanko,r23e4567-e89b-12d3-a456-426614174005,town,2025-02-27 09:55:44.475205+00

# Towns in North Region
t23e4567-e89b-12d3-a456-426614174056,Garoua,garoua,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174057,Guider,guider,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174058,Poli,poli,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174059,Lagdo,lagdo,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174060,Rey Bouba,rey-bouba,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174061,Tcholliré,tchollire,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174062,Bibemi,bibemi,r23e4567-e89b-12d3-a456-426614174006,town,2025-02-27 09:55:44.475205+00

# Towns in Northwest Region
t23e4567-e89b-12d3-a456-426614174063,Bamenda,bamenda,r23e4567-e89b-12d3-a456-426614174007,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174064,Ndop,ndop,r23e4567-e89b-12d3-a456-426614174007,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174065,Kumbo,kumbo,r23e4567-e89b-12d3-a456-426614174007,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174066,Wum,wum,r23e4567-e89b-12d3-a456-426614174007,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174067,Mbengwi,mbengwi,r23e4567-e89b-12d3-a456-426614174007,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174068,Nkambe,nkambe,r23e4567-e89b-12d3-a456-426614174007,town,2025-02-27 09:55:44.475205+00

# Towns in South Region
t23e4567-e89b-12d3-a456-426614174069,Ebolowa,ebolowa,r23e4567-e89b-12d3-a456-426614174008,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174070,Kribi,kribi,r23e4567-e89b-12d3-a456-426614174008,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174071,Sangmélima,sangmelima,r23e4567-e89b-12d3-a456-426614174008,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174072,Ambam,ambam,r23e4567-e89b-12d3-a456-426614174008,town,2025-02-27 09:55:44.475205+00

# Towns in Southwest Region
t23e4567-e89b-12d3-a456-426614174073,Buea,buea,r23e4567-e89b-12d3-a456-426614174009,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174074,Kumba,kumba,r23e4567-e89b-12d3-a456-426614174009,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174075,Limbe,limbe,r23e4567-e89b-12d3-a456-426614174009,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174076,Tiko,tiko,r23e4567-e89b-12d3-a456-426614174009,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174077,Mamfe,mamfe,r23e4567-e89b-12d3-a456-426614174009,town,2025-02-27 09:55:44.475205+00

# Towns in West Region
t23e4567-e89b-12d3-a456-426614174078,Bafoussam,bafoussam,r23e4567-e89b-12d3-a456-426614174010,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174079,Dschang,dschang,r23e4567-e89b-12d3-a456-426614174010,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174080,Bafang,bafang,r23e4567-e89b-12d3-a456-426614174010,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174081,Mbouda,mbouda,r23e4567-e89b-12d3-a456-426614174010,town,2025-02-27 09:55:44.475205+00
t23e4567-e89b-12d3-a456-426614174082,Foumban,foumban,r23e4567-e89b-12d3-a456-426614174010,town,2025-02-27 09:55:44.475205+00
